GO ID,DO name,asimov genes, menchelab genes, both sets equal?
GO:0004817,cysteine-tRNA ligase activity,2,2,TRUE
GO:0004828,serine-tRNA ligase activity,2,2,TRUE
GO:0098619,selenocysteine-tRNA ligase activity,1,1,TRUE
GO:0004572,mannosyl-oligosaccharide 1;3-1;6-alpha-mannosidase activity,2,2,TRUE
GO:0043035,chromatin insulator sequence binding,1,1,TRUE
GO:0042500,aspartic endopeptidase activity; intramembrane cleaving,5,6,FALSE
GO:0047710,bis(5'-adenosyl)-triphosphatase activity,2,2,TRUE
GO:0004304,estrone sulfotransferase activity,2,2,TRUE
GO:0047894,flavonol 3-sulfotransferase activity,3,3,TRUE
GO:0004800,thyroxine 5'-deiodinase activity,2,3,FALSE
GO:0050146,nucleoside phosphotransferase activity,1,1,TRUE
GO:0030272,5-formyltetrahydrofolate cyclo-ligase activity,2,3,FALSE
GO:0003921,GMP synthase activity,1,1,TRUE
GO:0003910,DNA ligase (ATP) activity,3,3,TRUE
GO:0004454,ketohexokinase activity,1,1,TRUE
GO:0046539,histamine N-methyltransferase activity,1,1,TRUE
GO:0004449,isocitrate dehydrogenase (NAD+) activity,2,2,TRUE
GO:0004729,oxygen-dependent protoporphyrinogen oxidase activity,1,1,TRUE
GO:0070818,protoporphyrinogen oxidase activity,0,1,FALSE
GO:0001602,pancreatic polypeptide receptor activity,3,3,TRUE
GO:0015068,glycine amidinotransferase activity,1,1,TRUE
GO:0015067,amidinotransferase activity,1,1,TRUE
GO:0031433,telethonin binding,5,5,TRUE
GO:0005052,peroxisome matrix targeting signal-1 binding,2,2,TRUE
GO:0008803,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity,1,1,TRUE
GO:0004080,biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity,1,1,TRUE
GO:0018271,biotin-protein ligase activity,1,1,TRUE
GO:0005055,laminin receptor activity,1,1,TRUE
GO:0004652,polynucleotide adenylyltransferase activity,11,11,TRUE
GO:0008900,potassium:proton exchanging ATPase activity,3,3,TRUE
GO:0004335,galactokinase activity,2,2,TRUE
GO:0008119,thiopurine S-methyltransferase activity,1,1,TRUE
GO:0071553,G-protein coupled pyrimidinergic nucleotide receptor activity,3,3,TRUE
GO:0015065,uridine nucleotide receptor activity,3,3,TRUE
GO:0010484,H3 histone acetyltransferase activity,3,3,TRUE
GO:0008391,arachidonic acid monooxygenase activity,14,15,FALSE
GO:0008392,arachidonic acid epoxygenase activity,14,15,FALSE
GO:0008404,arachidonic acid 14;15-epoxygenase activity,1,1,TRUE
GO:0008405,arachidonic acid 11;12-epoxygenase activity,1,1,TRUE
GO:0071614,linoleic acid epoxygenase activity,1,1,TRUE
GO:0050121,N-acylglucosamine 2-epimerase activity,1,1,TRUE
GO:0004704,NF-kappaB-inducing kinase activity,5,5,TRUE
GO:0046577,long-chain-alcohol oxidase activity,1,1,TRUE
GO:0016899,oxidoreductase activity; acting on the CH-OH group of donors; oxygen as acceptor,4,4,TRUE
GO:0050061,long-chain-aldehyde dehydrogenase activity,1,1,TRUE
GO:0052814,medium-chain-aldehyde dehydrogenase activity,1,1,TRUE
GO:0004777,succinate-semialdehyde dehydrogenase (NAD+) activity,1,1,TRUE
GO:0060422,peptidyl-dipeptidase inhibitor activity,1,1,TRUE
GO:0016508,long-chain-enoyl-CoA hydratase activity,2,2,TRUE
GO:0033989,3alpha;7alpha;12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity,1,1,TRUE
GO:0044594,17-beta-hydroxysteroid dehydrogenase (NAD+) activity,1,1,TRUE
GO:0019957,C-C chemokine binding,22,23,FALSE
GO:0008482,sulfite oxidase activity,1,1,TRUE
GO:0016826,hydrolase activity; acting on acid sulfur-nitrogen bonds,1,1,TRUE
GO:0016250,N-sulfoglucosamine sulfohydrolase activity,1,1,TRUE
GO:0072320,volume-sensitive chloride channel activity,4,4,TRUE
GO:0005225,volume-sensitive anion channel activity,11,11,TRUE
GO:0035643,L-DOPA receptor activity,1,1,TRUE
GO:0072544,L-DOPA binding,1,1,TRUE
GO:0072545,tyrosine binding,2,2,TRUE
GO:0002151,G-quadruplex RNA binding,7,7,TRUE
GO:0032448,DNA hairpin binding,1,1,TRUE
GO:0042296,ISG15 transferase activity,4,4,TRUE
GO:0004616,phosphogluconate dehydrogenase (decarboxylating) activity,1,1,TRUE
GO:0005094,Rho GDP-dissociation inhibitor activity,3,3,TRUE
GO:0016768,spermine synthase activity,1,1,TRUE
GO:0005167,neurotrophin TRK receptor binding,1,1,TRUE
GO:0005165,neurotrophin receptor binding,1,2,FALSE
GO:0005168,neurotrophin TRKA receptor binding,1,1,TRUE
GO:0005169,neurotrophin TRKB receptor binding,1,1,TRUE
GO:0005170,neurotrophin TRKC receptor binding,1,1,TRUE
GO:0050119,N-acetylglucosamine deacetylase activity,2,2,TRUE
GO:0047115,trans-1;2-dihydrobenzene-1;2-diol dehydrogenase activity,2,2,TRUE
GO:0004677,DNA-dependent protein kinase activity,4,4,TRUE
GO:0035500,MH2 domain binding,1,1,TRUE
GO:0035501,MH1 domain binding,1,1,TRUE
GO:0070742,C2H2 zinc finger domain binding,3,3,TRUE
GO:0003956,NAD(P)+-protein-arginine ADP-ribosyltransferase activity,3,3,TRUE
GO:0042895,antibiotic transmembrane transporter activity,0,7,FALSE
GO:0015142,tricarboxylic acid transmembrane transporter activity,4,5,FALSE
GO:0015137,citrate transmembrane transporter activity,4,5,FALSE
GO:0003878,ATP citrate synthase activity,1,1,TRUE
GO:0004163,diphosphomevalonate decarboxylase activity,1,1,TRUE
GO:0004662,CAAX-protein geranylgeranyltransferase activity,2,2,TRUE
GO:0015130,mevalonate transmembrane transporter activity,1,1,TRUE
GO:0009378,four-way junction helicase activity,5,5,TRUE
GO:0061749,forked DNA-dependent helicase activity,2,2,TRUE
GO:0061849,telomeric G-quadruplex DNA binding,3,3,TRUE
GO:1905773,8-hydroxy-2'-deoxyguanosine DNA binding,3,3,TRUE
GO:0004814,arginine-tRNA ligase activity,2,2,TRUE
GO:0034046,poly(G) binding,8,8,TRUE
GO:0048403,brain-derived neurotrophic factor binding,2,2,TRUE
GO:0086057,voltage-gated calcium channel activity involved in bundle of His cell action potential,1,1,TRUE
GO:0047714,galactolipase activity,1,1,TRUE
GO:0004831,tyrosine-tRNA ligase activity,2,2,TRUE
GO:0005153,interleukin-8 receptor binding,1,1,TRUE
GO:0008193,tRNA guanylyltransferase activity,2,2,TRUE
GO:0035174,histone serine kinase activity,6,6,TRUE
GO:0004117,calmodulin-dependent cyclic-nucleotide phosphodiesterase activity,3,3,TRUE
GO:0097161,DH domain binding,1,1,TRUE
GO:0004561,alpha-N-acetylglucosaminidase activity,1,1,TRUE
GO:0004336,galactosylceramidase activity,1,1,TRUE
GO:0004421,hydroxymethylglutaryl-CoA synthase activity,2,2,TRUE
GO:0004349,glutamate 5-kinase activity,1,1,TRUE
GO:0019202,amino acid kinase activity,0,1,FALSE
GO:0004350,glutamate-5-semialdehyde dehydrogenase activity,1,1,TRUE
GO:0017084,delta1-pyrroline-5-carboxylate synthetase activity,1,1,TRUE
GO:0003875,ADP-ribosylarginine hydrolase activity,1,1,TRUE
GO:0030549,acetylcholine receptor activator activity,2,2,TRUE
GO:0015379,potassium:chloride symporter activity,9,9,TRUE
GO:0008511,sodium:potassium:chloride symporter activity,3,3,TRUE
GO:0009674,potassium:sodium symporter activity,3,3,TRUE
GO:0060698,endoribonuclease inhibitor activity,2,2,TRUE
GO:0035800,deubiquitinase activator activity,2,2,TRUE
GO:0043994,histone acetyltransferase activity (H3-K23 specific),1,1,TRUE
GO:0004001,adenosine kinase activity,1,1,TRUE
GO:0003726,double-stranded RNA adenosine deaminase activity,4,5,FALSE
GO:0055100,adiponectin binding,3,3,TRUE
GO:0030621,U4 snRNA binding,6,6,TRUE
GO:0030622,U4atac snRNA binding,3,3,TRUE
GO:0034512,box C/D snoRNA binding,1,1,TRUE
GO:0008260,3-oxoacid CoA-transferase activity,2,2,TRUE
GO:0005123,death receptor binding,8,8,TRUE
GO:0004825,methionine-tRNA ligase activity,2,2,TRUE
GO:0071253,connexin binding,3,3,TRUE
GO:0008798,beta-aspartyl-peptidase activity,4,4,TRUE
GO:0000253,3-keto sterol reductase activity,3,3,TRUE
GO:0008176,tRNA (guanine-N7-)-methyltransferase activity,2,2,TRUE
GO:0016423,tRNA (guanine) methyltransferase activity,9,13,FALSE
GO:0032542,sulfiredoxin activity,2,2,TRUE
GO:0031849,olfactory receptor binding,3,6,FALSE
GO:0033038,bitter taste receptor activity,4,23,FALSE
GO:0008527,taste receptor activity,6,29,FALSE
GO:0004807,triose-phosphate isomerase activity,1,1,TRUE
GO:0016314,phosphatidylinositol-3;4;5-trisphosphate 3-phosphatase activity,2,2,TRUE
GO:0051717,inositol-1;3;4;5-tetrakisphosphate 3-phosphatase activity,2,2,TRUE
GO:0051800,phosphatidylinositol-3;4-bisphosphate 3-phosphatase activity,2,2,TRUE
GO:0005134,interleukin-2 receptor binding,2,2,TRUE
GO:0099186,structural constituent of postsynapse,0,1,FALSE
GO:0098918,structural constituent of synapse,0,1,FALSE
GO:0098973,structural constituent of postsynaptic actin cytoskeleton,1,1,TRUE
GO:0030942,endoplasmic reticulum signal peptide binding,1,1,TRUE
GO:0019788,NEDD8 transferase activity,6,6,TRUE
GO:0097371,MDM2/MDM4 family protein binding,1,1,TRUE
GO:0016922,nuclear receptor binding,10,10,TRUE
GO:0008124,4-alpha-hydroxytetrahydrobiopterin dehydratase activity,1,1,TRUE
GO:0061783,peptidoglycan muralytic activity,0,8,FALSE
GO:0003796,lysozyme activity,4,4,TRUE
GO:0050115,myosin-light-chain-phosphatase activity,1,1,TRUE
GO:0071208,histone pre-mRNA DCP binding,3,3,TRUE
GO:0004791,thioredoxin-disulfide reductase activity,4,5,FALSE
GO:0050682,AF-2 domain binding,2,2,TRUE
GO:0051021,GDP-dissociation inhibitor binding,1,1,TRUE
GO:0051022,Rho GDP-dissociation inhibitor binding,1,1,TRUE
GO:0061656,SUMO conjugating enzyme activity,1,1,TRUE
GO:0031013,troponin I binding,3,3,TRUE
GO:0097027,ubiquitin-protein transferase activator activity,3,3,TRUE
GO:0005344,oxygen carrier activity,11,12,FALSE
GO:0031720,haptoglobin binding,8,9,FALSE
GO:0086082,cell adhesive protein binding involved in AV node cell-bundle of His cell communication,1,1,TRUE
GO:0032184,SUMO polymer binding,4,4,TRUE
GO:0018685,alkane 1-monooxygenase activity,4,4,TRUE
GO:0050051,leukotriene-B4 20-monooxygenase activity,3,4,FALSE
GO:0052869,arachidonic acid omega-hydroxylase activity,2,2,TRUE
GO:0052870,tocopherol omega-hydroxylase activity,1,1,TRUE
GO:0052871,alpha-tocopherol omega-hydroxylase activity,1,1,TRUE
GO:0052872,tocotrienol omega-hydroxylase activity,1,1,TRUE
GO:0097258,20-hydroxy-leukotriene B4 omega oxidase activity,1,2,FALSE
GO:0097259,20-aldehyde-leukotriene B4 20-monooxygenase activity,1,2,FALSE
GO:0004647,phosphoserine phosphatase activity,2,2,TRUE
GO:0044736,acid-sensing ion channel activity,3,4,FALSE
GO:0031697,beta-1 adrenergic receptor binding,2,2,TRUE
GO:0031748,D1 dopamine receptor binding,2,2,TRUE
GO:0050780,dopamine receptor binding,5,5,TRUE
GO:0031811,G-protein coupled nucleotide receptor binding,1,1,TRUE
GO:0031812,P2Y1 nucleotide receptor binding,1,1,TRUE
GO:0097109,neuroligin family protein binding,4,4,TRUE
GO:0005395,eye pigment precursor transporter activity,1,1,TRUE
GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,2,7,FALSE
GO:0005459,UDP-galactose transmembrane transporter activity,2,2,TRUE
GO:0005338,nucleotide-sugar transmembrane transporter activity,4,8,FALSE
GO:0005456,CMP-N-acetylneuraminate transmembrane transporter activity,1,1,TRUE
GO:0045174,glutathione dehydrogenase (ascorbate) activity,2,2,TRUE
GO:0016672,oxidoreductase activity; acting on a sulfur group of donors; quinone or similar compound as acceptor,1,3,FALSE
GO:0050610,methylarsonate reductase activity,1,1,TRUE
GO:0030613,oxidoreductase activity; acting on phosphorus or arsenic in donors,1,2,FALSE
GO:0030614,oxidoreductase activity; acting on phosphorus or arsenic in donors; disulfide as acceptor,1,2,FALSE
GO:0031737,CX3C chemokine receptor binding,0,1,FALSE
GO:0005112,Notch binding,8,9,FALSE
GO:0015272,ATP-activated inward rectifier potassium channel activity,5,5,TRUE
GO:0000703,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity,2,2,TRUE
GO:0140078,class I DNA-(apurinic or apyrimidinic site) endonuclease activity,1,1,TRUE
GO:0004621,glycosylphosphatidylinositol phospholipase D activity,1,1,TRUE
GO:0004706,JUN kinase kinase kinase activity,8,8,TRUE
GO:0003867,4-aminobutyrate transaminase activity,1,1,TRUE
GO:0032145,succinate-semialdehyde dehydrogenase binding,1,1,TRUE
GO:0071209,U7 snRNA binding,1,1,TRUE
GO:0031854,orexigenic neuropeptide QRFP receptor binding,0,1,FALSE
GO:0018812,3-hydroxyacyl-CoA dehydratase activity,3,5,FALSE
GO:0034189,very-low-density lipoprotein particle binding,2,2,TRUE
GO:0038025,reelin receptor activity,2,2,TRUE
GO:0042954,lipoprotein transporter activity,7,9,FALSE
GO:0098601,selenomethionine adenosyltransferase activity,1,1,TRUE
GO:0015317,phosphate:proton symporter activity,1,1,TRUE
GO:0005176,ErbB-2 class receptor binding,3,3,TRUE
GO:0001162,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding,6,6,TRUE
GO:0061770,translation elongation factor binding,1,1,TRUE
GO:0003939,L-iditol 2-dehydrogenase activity,1,1,TRUE
GO:0031320,hexitol dehydrogenase activity,0,1,FALSE
GO:0046526,D-xylulose reductase activity,1,1,TRUE
GO:0001097,TFIIH-class transcription factor complex binding,3,3,TRUE
GO:0017130,poly(C) RNA binding,2,2,TRUE
GO:0099122,RNA polymerase II C-terminal domain binding,1,3,FALSE
GO:0031432,titin binding,5,5,TRUE
GO:0003947,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity,1,1,TRUE
GO:0061663,NEDD8 ligase activity,1,1,TRUE
GO:0004919,interleukin-9 receptor activity,1,1,TRUE
GO:0000404,heteroduplex DNA loop binding,3,3,TRUE
GO:0004152,dihydroorotate dehydrogenase activity,1,1,TRUE
GO:0004591,oxoglutarate dehydrogenase (succinyl-transferring) activity,4,4,TRUE
GO:0030976,thiamine pyrophosphate binding,2,2,TRUE
GO:0043515,kinetochore binding,5,5,TRUE
GO:0004491,methylmalonate-semialdehyde dehydrogenase (acylating) activity,1,1,TRUE
GO:0018478,malonate-semialdehyde dehydrogenase (acetylating) activity,1,1,TRUE
GO:0003858,3-hydroxybutyrate dehydrogenase activity,2,2,TRUE
GO:0016520,growth hormone-releasing hormone receptor activity,3,3,TRUE
GO:0015367,oxoglutarate:malate antiporter activity,1,1,TRUE
GO:0015140,malate transmembrane transporter activity,4,4,TRUE
GO:0005113,patched binding,4,4,TRUE
GO:0070320,inward rectifier potassium channel inhibitor activity,1,1,TRUE
GO:0045322,unmethylated CpG binding,3,3,TRUE
GO:0070123,transforming growth factor beta receptor activity; type III,1,1,TRUE
GO:0070539,linoleic acid binding,1,1,TRUE
GO:0016838,carbon-oxygen lyase activity; acting on phosphates,3,3,TRUE
GO:0003874,6-pyruvoyltetrahydropterin synthase activity,1,1,TRUE
GO:0030377,urokinase plasminogen activator receptor activity,1,1,TRUE
GO:0004496,mevalonate kinase activity,1,1,TRUE
GO:0046980,tapasin binding,1,1,TRUE
GO:0036435,K48-linked polyubiquitin modification-dependent protein binding,5,5,TRUE
GO:0071796,K6-linked polyubiquitin modification-dependent protein binding,2,2,TRUE
GO:0003844,1;4-alpha-glucan branching enzyme activity,1,1,TRUE
GO:1904492,Ac-Asp-Glu binding,1,1,TRUE
GO:1904493,tetrahydrofolyl-poly(glutamate) polymer binding,1,1,TRUE
GO:0016532,superoxide dismutase copper chaperone activity,5,5,TRUE
GO:0005302,L-tyrosine transmembrane transporter activity,1,1,TRUE
GO:0015173,aromatic amino acid transmembrane transporter activity,0,5,FALSE
GO:0004462,lactoylglutathione lyase activity,1,1,TRUE
GO:0047042,androsterone dehydrogenase (B-specific) activity,1,1,TRUE
GO:0004351,glutamate decarboxylase activity,2,2,TRUE
GO:0001206,distal enhancer DNA-binding transcription repressor activity; RNA polymerase II-specific,3,3,TRUE
GO:0004699,calcium-independent protein kinase C activity,1,1,TRUE
GO:0008330,protein tyrosine/threonine phosphatase activity,3,3,TRUE
GO:0004326,tetrahydrofolylpolyglutamate synthase activity,1,1,TRUE
GO:0047560,3-dehydrosphinganine reductase activity,1,1,TRUE
GO:0004044,amidophosphoribosyltransferase activity,1,1,TRUE
GO:0000150,recombinase activity,3,3,TRUE
GO:0047704,bile-salt sulfotransferase activity,1,1,TRUE
GO:0035197,siRNA binding,8,8,TRUE
GO:0030984,kininogen binding,1,1,TRUE
GO:0097177,mitochondrial ribosome binding,3,3,TRUE
GO:0004307,ethanolaminephosphotransferase activity,4,4,TRUE
GO:0086062,voltage-gated sodium channel activity involved in Purkinje myocyte action potential,2,2,TRUE
GO:0050699,WW domain binding,15,15,TRUE
GO:0016964,alpha-2 macroglobulin receptor activity,1,1,TRUE
GO:0030342,1-alpha;25-dihydroxyvitamin D3 24-hydroxylase activity,1,1,TRUE
GO:0001069,regulatory region RNA binding,2,2,TRUE
GO:0033680,ATP-dependent DNA/RNA helicase activity,0,2,FALSE
GO:0033677,DNA/RNA helicase activity,3,3,TRUE
GO:0033681,ATP-dependent 3'-5' DNA/RNA helicase activity,1,1,TRUE
GO:0033679,3'-5' DNA/RNA helicase activity,1,1,TRUE
GO:0034458,3'-5' RNA helicase activity,2,20,FALSE
GO:0034459,ATP-dependent 3'-5' RNA helicase activity,19,19,TRUE
GO:0045142,triplex DNA binding,2,2,TRUE
GO:0061676,importin-alpha family protein binding,3,4,FALSE
GO:1905172,RISC complex binding,2,2,TRUE
GO:1905538,polysome binding,2,2,TRUE
GO:0017116,single-stranded DNA-dependent ATP-dependent DNA helicase activity,3,3,TRUE
GO:1990518,single-stranded DNA-dependent ATP-dependent 3'-5' DNA helicase activity,1,1,TRUE
GO:0070404,NADH binding,4,4,TRUE
GO:0004920,interleukin-10 receptor activity,2,2,TRUE
GO:0038062,protein tyrosine kinase collagen receptor activity,2,2,TRUE
GO:0003996,acyl-CoA ligase activity,5,8,FALSE
GO:0047760,butyrate-CoA ligase activity,1,2,FALSE
GO:0017020,myosin phosphatase regulator activity,1,1,TRUE
GO:0003830,beta-1;4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity,1,1,TRUE
GO:0030144,alpha-1;6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase activity,2,2,TRUE
GO:0004468,lysine N-acetyltransferase activity; acting on acetyl phosphate as donor,5,5,TRUE
GO:0061920,protein propionyltransferase activity,1,1,TRUE
GO:0140065,peptide butyryltransferase activity,1,1,TRUE
GO:0140068,histone crotonyltransferase activity,1,1,TRUE
GO:0140064,peptide crotonyltransferase activity,1,1,TRUE
GO:0008455,alpha-1;6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity,1,1,TRUE
GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,17,18,FALSE
GO:0061811,ADP-ribosyl cyclase activity,1,1,TRUE
GO:0061812,cyclic ADP-ribose hydrolase,1,1,TRUE
GO:0003836,beta-galactoside (CMP) alpha-2;3-sialyltransferase activity,6,6,TRUE
GO:0047288,monosialoganglioside sialyltransferase activity,2,2,TRUE
GO:0000247,C-8 sterol isomerase activity,3,3,TRUE
GO:0060072,large conductance calcium-activated potassium channel activity,1,2,FALSE
GO:0005078,MAP-kinase scaffold activity,7,7,TRUE
GO:0016230,sphingomyelin phosphodiesterase activator activity,1,1,TRUE
GO:0005427,proton-dependent oligopeptide secondary active transmembrane transporter activity,1,1,TRUE
GO:0035673,oligopeptide transmembrane transporter activity,5,8,FALSE
GO:0015322,secondary active oligopeptide transmembrane transporter activity,1,1,TRUE
GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity,1,1,TRUE
GO:0008495,protoheme IX farnesyltransferase activity,1,1,TRUE
GO:0061649,ubiquitin modification-dependent histone binding,3,3,TRUE
GO:0030294,receptor signaling protein tyrosine kinase inhibitor activity,1,1,TRUE
GO:0008508,bile acid:sodium symporter activity,2,4,FALSE
GO:0005174,CD40 receptor binding,1,1,TRUE
GO:0001223,transcription coactivator binding,3,3,TRUE
GO:0008995,ribonuclease E activity,1,1,TRUE
GO:0005234,extracellularly glutamate-gated ion channel activity,1,1,TRUE
GO:0001640,adenylate cyclase inhibiting G-protein coupled glutamate receptor activity,5,5,TRUE
GO:0098988,G-protein coupled glutamate receptor activity,5,5,TRUE
GO:0004140,dephospho-CoA kinase activity,2,2,TRUE
GO:0004595,pantetheine-phosphate adenylyltransferase activity,1,1,TRUE
